"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"21-Jan-2025","EQ","1,236.95","1,238.95","1,192.70","1,232.95","1,197.95","1,196.15","1,207.07","1,362.35","985.25","2,05,20,898","24,77,02,61,514.45","2,97,691"
"20-Jan-2025","EQ","1,223.90","1,241.75","1,215.25","1,225.45","1,232.55","1,232.95","1,229.43","1,362.35","985.25","76,76,418","9,43,76,03,015.10","2,40,948"
"17-Jan-2025","EQ","1,243.35","1,249.00","1,218.00","1,249.10","1,225.15","1,225.45","1,226.59","1,362.35","970.15","97,90,533","12,00,89,37,114.35","1,57,327"
"16-Jan-2025","EQ","1,245.10","1,255.50","1,239.65","1,238.25","1,252.95","1,249.10","1,247.22","1,362.35","970.15","1,18,95,924","14,83,68,43,996.05","1,81,488"
"15-Jan-2025","EQ","1,234.00","1,244.40","1,230.00","1,240.30","1,238.90","1,238.25","1,237.19","1,362.35","970.15","53,55,382","6,62,56,07,806.60","1,33,555"
"14-Jan-2025","EQ","1,233.35","1,244.85","1,227.45","1,229.75","1,242.95","1,240.30","1,236.06","1,362.35","970.15","1,03,42,698","12,78,42,18,741.00","2,10,917"
"13-Jan-2025","EQ","1,234.90","1,243.95","1,224.90","1,249.85","1,230.90","1,229.75","1,232.97","1,362.35","970.15","96,69,336","11,92,20,19,625.60","2,04,083"
"10-Jan-2025","EQ","1,259.00","1,264.95","1,243.10","1,262.40","1,251.35","1,249.85","1,250.93","1,362.35","970.15","78,54,524","9,82,54,30,299.90","2,28,905"
"09-Jan-2025","EQ","1,258.00","1,264.75","1,248.10","1,263.75","1,263.50","1,262.40","1,257.24","1,362.35","970.15","86,84,920","10,91,90,31,736.80","1,61,005"
"08-Jan-2025","EQ","1,280.55","1,285.00","1,252.35","1,279.25","1,265.00","1,263.75","1,264.70","1,362.35","970.15","75,66,309","9,56,91,13,937.25","1,86,833"
"07-Jan-2025","EQ","1,266.50","1,288.95","1,266.50","1,264.10","1,280.60","1,279.25","1,280.35","1,362.35","970.15","75,39,758","9,65,35,65,084.15","1,53,173"
"06-Jan-2025","EQ","1,268.05","1,277.75","1,257.00","1,265.05","1,266.00","1,264.10","1,265.34","1,362.35","970.15","75,04,047","9,49,51,49,142.20","2,36,168"
"03-Jan-2025","EQ","1,286.20","1,288.00","1,262.25","1,290.60","1,265.60","1,265.05","1,269.40","1,362.35","970.15","1,11,94,997","14,21,09,18,649.70","2,19,218"
"02-Jan-2025","EQ","1,285.10","1,293.40","1,278.40","1,283.65","1,291.00","1,290.60","1,288.34","1,362.35","970.15","74,33,222","9,57,65,23,020.85","2,89,378"
"01-Jan-2025","EQ","1,281.65","1,293.00","1,267.10","1,281.65","1,283.85","1,283.65","1,283.92","1,362.35","970.15","47,05,399","6,04,13,47,562.15","1,52,286"
